Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
823;153553078;CH50140223651;Kiekert Swiss GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lamone;CH;null;3;Via Serta;null;null;null;6814;
824;153556030;CH64541090363;TOUCH-PRO SA en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;80;Chemin de Boissonnet;null;null;null;1010;
825;153556852;CH66019450148;Wiesmann & Co;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wollerau;CH;null;53;Roosstrasse;null;null;null;8832;
826;153557573;CH02040639238;Pneuhaus Dübendorf GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dübendorf;CH;null;22;Schossacher;null;null;null;8600;
827;153559040;CH62640154850;EDC Concept Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ardon;CH;null;58;Route du Simplon;null;null;null;1957;
828;153559371;CH55011569036;Garage de la Sallaz Kedous Mohamed;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;76;Avenue de la Sallaz;null;null;null;1010;
829;153559649;CH17040140467;ZB Transporte GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o SDH Consulting GmbH;Hünenberg;CH;null;42A;Chamerstrasse;null;null;null;6331;
830;153560598;CH13040203639;iExperts GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wilen SZ;CH;null;104;Breitenstrasse;null;null;null;8832;
831;153560859;CH66012890151;JM Bâtiment Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Collonge-Bellerive;CH;null;47;chemin Armand-Dufaux;null;null;null;1245;
832;153561304;CH66065390157;SanImmo Nika SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;40;rue Prévost-Martin;null;null;null;1205;
833;153563550;CH66011630188;ETUDE ELBAZ Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;8;rue Jean-Gabriel Eynard;null;null;null;1205;
834;153566419;CH55000143647;J.P. Martin;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Perroy;CH;null;null;Route Lausanne-Genève;null;null;null;1166;
835;153567519;CH02040645579;BSB Absicherungen GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Buchs ZH;CH;null;6;Bahnhofstrasse;null;null;null;8107;
836;153568223;CH02030394512;fiba Schul- & Bürobedarf AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Geroldswil;CH;null;10;Steinhaldenring;null;null;null;8954;
837;153569079;CH03640709128;SWISS SINO GEMOLOGICAL LABORATORY GMBH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Tramelan;CH;null;93;Grand-Rue;null;null;null;2720;
838;153570496;CH03610553426;LAAN Management;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Spiez;CH;null;23;Schachenstrasse;null;null;null;3700;
839;153571194;CH15030039505;Weppernig Kabeltechnik AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Stans;CH;null;6;Galgenried;null;null;null;6370;
840;153571716;CH55011785298;RGB architectes Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;19;Avenue Marc-Dufour;null;null;null;1007;
841;153573483;CH40010353650;Inszeniert! Annina Sonnenwald;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Baden;CH;null;5;Dammstrasse;null;null;null;5400;
842;153573856;CH03610560357;Ryf Gartenbau;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rumisberg;CH;null;14;Dorfstrasse;null;null;null;4539;
843;153580040;CH28010167111;Maier SCS;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberwil BL;CH;null;1;Baumgartenweg;null;null;null;4104;
844;153582849;CH50140192330;OF DESIGN SAGL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ligornetto;CH;null;4/E;Via L. Ruvioli;null;null;null;6853;
845;153583518;CH55011647145;BPCH Investissements (Suisse) Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;18;Rue du Grand-Pont;null;null;null;1003;
846;153586379;CH17040136734;GROWFEATURE GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o DD Immo Service Plus GmbH;Zug;CH;null;75;Baarerstrasse;null;null;null;6300;
847;153591297;CH02090025053;OBERHOLZER Bauleistungen AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bubikon;CH;null;10;Techcenterstrasse;null;null;null;8608;
848;153595987;CH02040507242;1st class code GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Joana Lehmann;Bülach;CH;null;19;Im Rietpark;null;null;null;8180;
849;153597058;CH02030406424;CH & EURO Umzüge Paul Müller AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Laupen ZH;CH;null;59;Hauptstrasse;null;null;null;8637;
850;153598106;CH17030365554;ATRACHITE AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Fineac Management AG;Zug;CH;null;30;Poststrasse;null;null;null;6300;
851;153599146;CH32040789200;CLOUDTECHDATA GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Widnau;CH;null;1;Güetlistrasse;null;null;null;9443;
852;153601630;CH27040037549;B Brauerei GmbH in Liquidation;No Owner Found;No Owner Found;null;null;Basel;CH;null;307;Dornacherstr.;null;null;null;4053;
853;153602044;CH03610552369;Jenny Nerlich Grafikdesign;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;12;Ochsenbeinstrasse;null;null;null;3008;
854;153602191;CH60090143665;AA'S. AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zermatt;CH;null;35;Spissstrasse;null;null;null;3920;
855;153604617;CH66037040165;COLL de VIVES Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o PDB Consult SA;Genève;CH;null;62;quai Gustave-Ador;null;null;null;1207;
856;153607165;CH44040262723;D + S Prandini GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Stephan Prandini;Weinfelden;CH;null;2;Gässliweg;null;null;null;8570;
857;153607650;CH55011751262;Delta PROconcept SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Renens VD;CH;null;3;Rue du Simplon;null;null;null;1020;
858;153609968;CH27040060538;TWI Ingenieure GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;50;Hochbergerstr.;null;null;null;4057;
859;153612025;CH15090047684;HI-FI Mathys AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Stans;CH;null;6;Marktgasse;null;null;null;6370;
860;153612189;CH66011160188;Stonecase Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;9;Cité Vieusseux;null;null;null;1203;
861;153613467;CH24130153564;Schlunegger Recycling AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Grenchen;CH;null;8;Leuzigenstrasse;null;null;null;2540;
862;153614981;CH02030364224;zurimmo invest ag;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Jonschwil;CH;null;1a;Baumgartenstrasse;null;null;null;9243;
863;153615762;CH21735639062;SwissBud Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Belfaux;CH;null;16;Route de Lossy;null;null;null;1782;
864;153617212;CH62130088013;UBCOM SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Martigny;CH;null;4;Rue du Simplon;null;null;null;1920;
865;153617608;CH03610543596;Capital Clean Fazliu;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liebefeld;CH;null;265a;Könizstrasse;null;null;null;3097;
866;153618016;CH40030359144;Autofix AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oftringen;CH;null;8;Bifang;null;null;null;4665;
867;153618240;CH50140196293;LIMMOBILE LUNIALWA SAGL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Castione;CH;null;34;Via San Gottardo;null;null;null;6532;
868;153620059;CH27010176375;Musikmanagement Leittretter;No Owner Found;No Owner Found;null;null;Basel;CH;null;131;Dornacherstr.;null;null;null;4053;
869;153620585;CH03640516993;HRZ Immobilien GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Uettligen;CH;null;5 b;Schüpfenried;null;null;null;3043;
870;153622058;CH40044402499;Remo-Projekt GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;15;Landstrasse;null;null;null;5430;
871;153622437;CH66009180179;ENGY SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vésenaz;CH;null;46A;route d'Hermance;null;null;null;1222;
872;153624063;CH17040152568;Jörg Ryser Consulting GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;5;Grafenauweg;null;null;null;6300;
873;153625772;CH12090023651;CONVISA Revisions AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altdorf;CH;null;6;Schiesshüttenweg;null;null;null;6460;
874;153626493;CH50110168030;Salone Evolution Hair&Beauty di Arianna Zenelaj;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bellinzona;CH;null;23B;Via San Gotttardo;null;null;null;6500;
875;153627185;CH02040563749;Sunamp Switzerland GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o EMPA;Dübendorf;CH;null;129;Überlandstrasse;null;null;null;8600;
876;153628865;CH66030100174;MONEG SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Conthey;CH;null;54;Route des Rottes;null;null;null;1964;
877;153629913;CH62640176875;FIP Conseils Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Crans-Montana;CH;null;24;Route du Clovelli;null;null;null;3963;
878;153630543;CH66016370189;Reposit SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;118;rue du Rhône;null;null;null;1204;
879;153633458;CH40044418769;Swizzair GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Endingen;CH;null;13b;Weidgasse;null;null;null;5304;
880;153634469;CH14010043138;Coiffeur Haar Gadä Halter;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lungern;CH;null;105;Brünigstrasse;null;null;null;6078;
881;153635523;CH21735686180;Yannick Immobiliers Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Riaz;CH;null;10;Impasse des Terreaux;null;null;null;1632;
882;153636936;CH62630145105;SharonoFF SA;Kanton service not implemented yet;Kanton service not implemented yet;Les Cimes Blanches B;c/o Oleg SHARONOV;Haute-Nendaz;CH;null;21;Ch. de Bermouche;null;null;null;1997;
883;153640056;CH50110169714;Isolazioni di Chiesa Emanuele;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vacallo;CH;null;6;Via Pizzamiglio;null;null;null;6833;
884;153643014;CH55010872860;Chinelvetia Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;La Neuveville;CH;null;10;rue Beauregard;null;null;null;2520;
885;153643350;CH02010630068;K & S Keramik und Steinreparaturen Karl Strebel;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Buchs ZH;CH;null;17;Mauerackerstrasse;null;null;null;8107;
886;153644812;CH66002150123;Axia Management SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;72;Rue de Lausanne;null;null;null;1202;
887;153645177;CH02060023941;amiamusica;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Dr. Friederike Haslbeck;Uster;CH;null;62;Bordackerstrasse;null;null;null;8610;
888;153646171;CH66002620139;AG HOLDING SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;17;rue Ferdinand-Hodler;null;null;null;1207;
889;153647750;CH13040212562;bare Food & Living GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Merlischachen;CH;null;20;Rebmattweg;null;null;null;6402;
890;153648023;CH13030233045;Livinguard Technologies AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;12;Bahnhofstrasse;null;null;null;6300;
891;153648098;CH24110170053;Blumen und Keramik Lilo Villiger;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Buchegg;CH;null;95;Unterfeld;null;null;null;4586;
892;153648997;CH55010980379;Aradis Trading SARL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Echandens;CH;null;5 A;Chemin de la Corniche;null;null;null;1026;
893;153651841;CH03640621183;ArZe GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Arthur Zeller;Steffisburg;CH;null;37A;Flühlistrasse;null;null;null;3612;
894;153653277;CH17030420149;avidacare AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Baar;CH;null;140;Sihlbruggstrasse;null;null;null;6340;
895;153655135;CH10037960758;Hospitality Visions Lake Lucerne AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vitznau;CH;null;18;Seestrasse;null;null;null;6354;
896;153662218;CH50130178505;Ray Wine SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Ristorante Casale della Vite;Magliaso;CH;null;22;Via Stazione;null;null;null;6983;
897;153664329;CH03640759676;Bolz Gartenbau GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Münsingen;CH;null;4;Gantrischweg;null;null;null;3110;
898;153664393;CH10048047753;Web Friends GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;3;Steinenstrasse;null;null;null;6004;
899;153665340;CH03640497927;PraxisIT GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Latterbach;CH;null;558;Oeystrasse;null;null;null;3758;
900;153666216;CH31010027195;Cordula's Spätzli-Egge Cordula Baumann;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Appenzell;CH;null;2;Landsgemeindeplatz;null;null;null;9050;
901;153668801;CH17030360799;RR Global One AG in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;Beteiligung AG;c/o TRENDOR Verwaltungsgesellschaft für Vermögen und;Hünenberg;CH;null;80 A;Bösch;null;null;null;6331;
902;153669781;CH32030823467;Oberholzer Allround AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Goldingen;CH;null;2;Sonneggstrasse;null;null;null;8638;
903;153669918;CH40030338984;VOCScan AG en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;La Chaux-de-Fonds;CH;null;17;Eplatures-Grise;null;null;null;2300;
904;153671507;CH03640710643;Hunikom Switzerland GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Gümligen;CH;null;38;Beethovenstrasse;null;null;null;3073;
905;153672501;CH17040145470;S-S-S Reinigung & Renovation GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;34;Baarerstrasse;null;null;null;6300;
906;153672524;CH31090011263;Elektro Fürer AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberegg;CH;null;3;Sonnenhügel;null;null;null;9413;
907;153674865;CH50110164500;Oasi Reformhaus di Rino Di Martino;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Tesserete;CH;null;null;Piazza Motta;null;null;null;6950;
908;153675882;CH02030407038;Saal Gastro AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dübendorf;CH;null;64;Bahnhofstrasse;null;null;null;8600;
909;153676226;CH13040218118;Gasoline Gastro GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pfäffikon SZ;CH;null;136;Churerstrasse;null;null;null;8808;
910;153676999;CH28020164880;Sartory Gipsergeschäft;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Frenkendorf;CH;null;33;Bahnhofstrasse;null;null;null;4402;
911;153677030;CH55011158382;Cabinet d'Orthodontie Montreux Epars-Chiarini Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Montreux;CH;null;46;Avenue du Casino;null;null;null;1820;
912;153680251;CH40040340105;Metallbauplanung Johannes Freuler GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Untersiggenthal;CH;null;5c;Geissweg;null;null;null;5417;
913;153680937;CH02010698584;Yourdoggy by T. Whybrow;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kloten;CH;null;23;Ackerstrasse;null;null;null;8302;
914;153683232;CH10037925670;t-schaller ag;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altbüron;CH;null;null;Buchwald;null;null;null;6147;
915;153684651;CH50110187822;Drum&Noise studio di Dario Milan;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Losone;CH;null;18;Vicolo Canaa;null;null;null;6616;
916;153689010;CH02010746824;animas treuhand sigrist;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Effretikon;CH;null;31;Lindenstrasse;null;null;null;8307;
917;153690479;CH32010803537;Freedom Club Mulugeta;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;89;Oberstrasse;null;null;null;9000;
918;153691711;CH27010181220;Zebra Nails & Schulungen Dianti Enoma-Stauber;No Owner Found;No Owner Found;null;null;Basel;CH;null;14;Hammerstr.;null;null;null;4058;
919;153692739;CH03640702117;Grafikreich GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Laupen BE;CH;null;1;Schloss;null;null;null;3177;
920;153694885;CH02040479280;Memo Kinderkrippe GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Horgen;CH;null;4;Burghaldenstrasse;null;null;null;8810;
921;153698015;CH17040114976;Telebroker GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wangen ZH;CH;null;17;Hegnaustrasse;null;null;null;8602;
922;153698960;CH50130162231;Nordika Solutions SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;9;Viale dei Faggi;null;null;null;6900;
923;153700586;CH10047950987;Val'Air Kommunaltechnik GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;7;Kirschgartenstr.;null;null;null;4051;
924;153702792;CH24130131205;Kläy + Widmer AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lohn-Ammannsegg;CH;null;40;Bibernbachstrasse;null;null;null;4573;
925;153702912;CH02010709546;A. Varmaz Gipser;No Owner Found;Gipser- und Maurerarbeiten.;null;null;Zürich;CH;null;120;Allenmoosstrasse;null;null;null;8057;
926;153705224;CH03610582178;P.E.T. Consulting - Weichenberger;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ehrendingen;CH;null;60;Breitwies;null;null;null;5420;
927;153705626;CH02040564082;Mülliland 24h GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wallisellen;CH;null;1;Kriesbachstrasse;null;null;null;8304;
928;153706896;CH55011752635;L'Assise Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;103;Avenue de Cour;null;null;null;1007;
929;153709334;CH44040328728;DN Alder GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pfyn;CH;null;25;Hungerbühlstrasse;null;null;null;8505;
930;153709475;CH44030283549;Egloff Verwaltung & Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Tägerwilen;CH;null;160a;Hauptstrasse;null;null;null;8274;
931;153709682;CH10078057142;Beatrice und Ludwig Benz Stiftung;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Bugs Steuer- und Unternehmensberatung AG;Luzern;CH;null;44;Zentralstrasse;null;null;null;6003;
932;153712885;CH50140190048;IMPIANT SERVICE Sagl in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o HS Service Sagl;Chiasso;CH;null;3;Via Brogeda;null;null;null;6830;
933;153716185;CH50130211607;MP Aviation SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o M.E. Consulenze SA;Lugano;CH;null;9;Via Canova;null;null;null;6900;
934;153718698;CH28030148861;Fritz Jutzi Schreinerei AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Duggingen;CH;null;31;Grellingerstrasse;null;null;null;4202;
935;153719887;CH21735598348;ECHAMATEC et Cie SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Siviriez;CH;null;75;Route de Villaranon;null;null;null;1678;
936;153720784;CH40044433049;Linder Blumen GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Aarau;CH;null;1;Bahnhofplatz;null;null;null;5000;
937;153722174;CH24130118643;aktivortho ag;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Olten;CH;null;7;Römerstrasse;null;null;null;4600;
938;153722553;CH66021420117;New Resources International SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sarnen;CH;null;5;Grundacher;null;null;null;6060;
939;153722570;CH02010627333;ByblosMaler El Jabali;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;380;Wülflingerstrasse;null;null;null;8408;
940;153727780;CH50140162768;Immo Castelli Sagl in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Paradiso;CH;null;18;Via Generale Guisan;null;null;null;6900;
941;153727875;CH13030186947;rk immobilien ag;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Treuhand Amstalden GmbH;Neuenkirch;CH;null;9;Sonneland;null;null;null;6206;
942;153728283;CH03610713361;GARAGE FRED Inhaber Halbeisen;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Walliswil b. Wangen;CH;null;42;Dorfstrasse;null;null;null;3377;
943;153730021;CH17010092762;CloudServer24 Dudli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Cham;CH;null;59;Sinserstrasse;null;null;null;6330;
944;153730440;CH17030428352;Siniva AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rotkreuz;CH;null;47;Birkenstrasse;null;null;null;6343;
945;153732787;CH03640636102;monort architektur gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;60;Studerstrasse;null;null;null;3004;
946;153735917;CH66033810135;Distriqual SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Plan-les-Ouates;CH;null;2;chemin du Daru;null;null;null;1228;
947;153736230;CH02040617217;Burgeoning Artist GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wallisellen;CH;null;6;Favreweg;null;null;null;8304;
948;153736414;CH62140101752;InSuit Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Monthey;CH;null;1;Route de Clos-Donroux;null;null;null;1870;
949;153738152;CH44090009371;Migros Bank AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kreuzlingen;CH;null;36;Hauptstrasse;null;null;null;8280;
950;153738413;CH02070018536;Axelrod-Instrumentenstiftung;No Owner Found;Die Stiftung bezweckt die leihweise Zurverfügungstellung von Musikinstrumenten an Musikerinnen und Musiker des Orchesters der Oper Zürich. Die Stiftung verfolgt weder Erwerbs- noch Selbsthilfezwecke.;null;c/o Opernhaus Zürich AG;Zürich;CH;null;1;Falkenstrasse;null;null;null;8008;
951;153740901;CH03640758934;Swiss Obitt GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Münchenbuchsee;CH;null;32;Bielstrasse;null;null;null;3053;
952;153742300;CH66004290134;GALAAD ASSET MANAGEMENT SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Perly;CH;null;114;route de Certoux;null;null;null;1258;
953;153742343;CH55011327714;Jolimont Nord Swiss SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Thomas Olivier;Nyon;CH;null;11;Place du Château;null;null;null;1260;
954;153743963;CH03590074348;Axair Kobra SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rubigen;CH;null;22;Schulhausstrasse;null;null;null;3113;
955;153744655;CH50140226232;Hs diffusion sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Castione;CH;null;29;Via alla Tenza;null;null;null;6532;
956;153744856;CH02010603999;schuppisser goldschmied.ch;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Langnau am Albis;CH;null;15;Neue Dorfstrasse;null;null;null;8135;
957;153748653;CH66011530174;JKB Research SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;3;rue du Marché;null;null;null;1204;
958;153749457;CH03610653548;Limarkt Liliana Mosimann;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Biglen;CH;null;4;Bahnhofstrasse;null;null;null;3507;
959;153749575;CH32010786448;Rolenzi Enterprise by Lorenzi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Diepoldsau;CH;null;3 a;Kamorstrasse;null;null;null;9444;
960;153752867;CH55011694411;Lion's Snack Bar Thaqi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Moudon;CH;null;13;Grand-Rue;null;null;null;1510;
961;153753281;CH17030400450;Lyrea AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;21;Baarerstrasse;null;null;null;6300;
962;153753855;CH02030392363;DS Immobilien Verwaltungs AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kloten;CH;null;2;Ackerstrasse;null;null;null;8302;
963;153753938;CH32090642152;SRG Schweizerische Revisionsgesellschaft AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Engelburg;CH;null;12a;Breitschachenstrasse;null;null;null;9032;
964;153754352;CH66033120128;ABV Coffrages SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;5;route de Chêne;null;null;null;1207;
965;153755044;CH44010258150;Widmer Housekeeping;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Felben-Wellhausen;CH;null;5;Aurütelistrasse;null;null;null;8552;
966;153756523;CH29040193294;A.A. Gipser GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schaffhausen;CH;null;2;Föhrenstrasse;null;null;null;8200;
967;153756569;CH02040507722;Lüft-ISO GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wald ZH;CH;null;4;Nordeckstrasse;null;null;null;8636;
968;153758031;CH10018041529;Bauteam Niggli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Beromünster;CH;null;16;Industriestrasse;null;null;null;6215;
969;153758769;CH12090012751;Fenster Nauer AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altdorf UR;CH;null;9;Lehnplatz;null;null;null;6460;
970;153759875;CH02010624387;BettinaFischer.com by Bettina Fischer;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rüschlikon;CH;null;67;Bahnhofstrasse;null;null;null;8803;
971;153760306;CH55011165894;IZYCOM Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Blonay;CH;null;38;route du Village;null;null;null;1807;
972;153762305;CH66003370139;ASSOCIATION LE REFUGE DE DARWYN;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bernex;CH;null;null;chemin du Clos;null;null;null;1233;
973;153764847;CH66006630154;ATLANTIS - KAYDU;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Grand-Lancy;CH;null;17;chemin des Pontets;null;null;null;1212;
974;153765692;CH10047942287;Berisha Gerüstbau GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;12;Waldaustrasse;null;null;null;9000;
975;153767283;CH03610611543;Onfice Grmaca;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Muri b. Bern;CH;null;97;Worbstrasse;null;null;null;3074;
976;153767691;CH55011514381;Yannick Bär Transports;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mex VD;CH;null;12;Route de Cossonay;null;null;null;1031;
977;153769910;CH02010669373;Dugi - Reinigung & TRANSPORT Hamiti;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dielsdorf;CH;null;8;Regensbergstrasse;null;null;null;8157;
978;153773579;CH03630621059;Haberbüni AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liebefeld;CH;null;175;Könizstrasse;null;null;null;3097;
